-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,942.478,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,983.754,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1025.5,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1067.68,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1110.06,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1152.58,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1195.25,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1238.05,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1281.0,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1324.08,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1367.29,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1410.64,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1454.11,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1497.71,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1541.44,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1585.29,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
-0.0140545,0.333334,-0.00176023,0.00220825,0.00290017,1629.25,0.345268,1,0.0,0.0,0.0,0.0,4.00039,4.12597,4.58207,5.57899,7.81064,11.2615,14.686,21.3366,39.5461,200.0,109.369,50.0656,32.624,24.3324,16.4009,11.4761,9.3141,8.31434,8.00079,20.0005,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,10.7754,200.0,30.266,0.05368424671313143,0.2666666,0.06666670000000001,0.0,-1
